id_beneficiario,id_projeto,nome,cpf,dt_nascimento,sexo,escolaridade,renda_mensal,faixa_renda,chefe_familia,dt_cadastro
856,10,Pedro Silva,564.141.322-46,2003-09-04,M,Fundamental,2875.47,De R$ 2.641 a R$ 4.400,N,2021-05-01
857,10,Ana Silva,357.241.458-46,1960-06-15,M,Fundamental,3898.32,De R$ 2.641 a R$ 4.400,N,2021-03-20
858,10,Maria Souza,324.132.584-55,1977-08-25,M,Pós-graduação,3910.77,De R$ 2.641 a R$ 4.400,N,2021-05-25
859,10,Pedro Nascimento,418.277.677-65,1968-10-20,F,Médio,7229.84,De R$ 4.401 a R$ 8.000,S,2021-04-17
860,10,Beatriz Souza,412.187.404-82,1972-03-04,F,Médio,3797.45,De R$ 2.641 a R$ 4.400,N,2021-06-03
861,10,Camila Ferreira,615.801.829-55,1968-08-13,F,Superior,1797.99,Até R$ 2.640,N,2021-06-11
862,10,Camila Silva,672.127.885-63,1997-09-22,M,Médio,7722.42,De R$ 4.401 a R$ 8.000,N,2021-04-15
863,10,Fernanda Nascimento,656.679.998-47,2012-01-24,M,Pós-graduação,4487.89,De R$ 4.401 a R$ 8.000,S,2021-05-26
864,10,Larissa Rodrigues,959.155.186-17,1960-07-14,F,Fundamental,4132.22,De R$ 2.641 a R$ 4.400,N,2021-07-14
865,10,Vanessa Rodrigues,807.439.985-17,1968-09-26,M,Fundamental,6717.97,De R$ 4.401 a R$ 8.000,S,2021-06-24
866,10,Bruno Oliveira,328.791.755-29,1972-12-06,F,Superior,4846.75,De R$ 4.401 a R$ 8.000,S,2021-06-16
867,10,Ana Oliveira,718.223.632-22,1978-01-02,M,Médio,1625.9,Até R$ 2.640,S,2021-06-13
868,10,Camila Costa,156.224.407-61,1962-03-18,F,Médio,6795.63,De R$ 4.401 a R$ 8.000,S,2021-07-01
869,10,Camila Nascimento,226.542.249-91,1983-05-08,M,Médio,6716.14,De R$ 4.401 a R$ 8.000,S,2021-07-30
870,10,Diego Lima,587.591.396-47,1981-08-04,M,Pós-graduação,2029.58,Até R$ 2.640,N,2021-08-01
871,10,Carlos Rodrigues,526.933.535-28,1984-09-08,M,Superior,3616.56,De R$ 2.641 a R$ 4.400,N,2021-03-14
872,10,Vanessa Souza,134.760.766-94,2010-08-14,F,Fundamental,3603.89,De R$ 2.641 a R$ 4.400,N,2021-03-19
873,10,Camila Souza,109.262.466-74,2001-12-23,M,Superior,7153.45,De R$ 4.401 a R$ 8.000,N,2021-06-23
874,10,Fernanda Ferreira,771.836.676-53,1965-08-18,F,Médio,2056.38,Até R$ 2.640,N,2021-07-30
875,10,Maria Rodrigues,485.583.720-94,1987-03-06,M,Superior,7449.03,De R$ 4.401 a R$ 8.000,S,2021-08-09
876,10,Vanessa Ferreira,698.732.949-61,1989-01-27,M,Fundamental,5039.74,De R$ 4.401 a R$ 8.000,S,2021-03-24
877,10,Carlos Rodrigues,795.587.431-39,1980-10-14,M,Fundamental,1495.09,Até R$ 2.640,S,2021-05-21
878,10,João Nascimento,356.217.138-19,1997-09-07,F,Superior,7441.11,De R$ 4.401 a R$ 8.000,S,2021-03-28
879,10,Camila Costa,236.752.687-81,1988-10-23,M,Médio,1575.16,Até R$ 2.640,N,2021-06-17
880,10,Ricardo Lima,859.265.544-77,1999-04-02,M,Fundamental,5687.71,De R$ 4.401 a R$ 8.000,S,2021-07-23
881,10,Fernanda Silva,468.892.517-82,1968-08-18,M,Superior,2265.49,Até R$ 2.640,S,2021-08-05
882,10,Beatriz Nascimento,947.585.612-55,2007-05-20,F,Médio,4372.46,De R$ 2.641 a R$ 4.400,S,2021-06-04
883,10,Maria Nascimento,180.230.901-76,1998-05-09,F,Fundamental,5303.39,De R$ 4.401 a R$ 8.000,S,2021-06-19
884,10,Diego Ferreira,123.329.941-47,1980-09-07,F,Pós-graduação,1170.65,Até R$ 2.640,N,2021-03-01
885,10,Maria Alves,689.347.973-76,1974-02-28,F,Pós-graduação,7770.43,De R$ 4.401 a R$ 8.000,S,2021-07-01
886,10,Juliana Silva,133.446.531-43,1969-12-12,M,Superior,4995.96,De R$ 4.401 a R$ 8.000,S,2021-03-19
887,10,Amanda Silva,341.605.174-82,1978-04-28,M,Superior,4739.03,De R$ 4.401 a R$ 8.000,S,2021-05-29
888,10,Maria Alves,590.232.377-15,2013-08-30,M,Fundamental,6122.88,De R$ 4.401 a R$ 8.000,N,2021-06-21
889,10,Felipe Rodrigues,410.900.970-39,1980-03-16,M,Fundamental,5482.43,De R$ 4.401 a R$ 8.000,S,2021-04-03
890,10,Patrícia Silva,665.593.153-59,2007-12-04,F,Médio,5178.6,De R$ 4.401 a R$ 8.000,N,2021-08-10
891,10,Carlos Rodrigues,220.730.476-55,1998-04-17,M,Superior,4756.72,De R$ 4.401 a R$ 8.000,N,2021-02-26
892,10,Vanessa Silva,332.522.865-78,1981-05-14,M,Fundamental,2470.64,Até R$ 2.640,S,2021-02-26
893,10,Camila Oliveira,389.144.421-54,1966-11-15,M,Superior,1207.91,Até R$ 2.640,S,2021-07-17
894,10,Carlos Santos,178.356.656-36,1995-09-09,F,Superior,4246.65,De R$ 2.641 a R$ 4.400,S,2021-06-05
895,10,Diego Souza,989.769.350-77,1987-02-27,F,Superior,7578.27,De R$ 4.401 a R$ 8.000,S,2021-02-25
896,10,Rafael Rodrigues,386.180.308-27,1991-02-05,M,Superior,7283.06,De R$ 4.401 a R$ 8.000,S,2021-03-15
897,10,Fernanda Silva,340.815.550-93,1993-05-29,F,Fundamental,6019.36,De R$ 4.401 a R$ 8.000,S,2021-06-19
898,10,Vanessa Costa,407.947.186-17,1963-01-11,F,Pós-graduação,2746.15,De R$ 2.641 a R$ 4.400,N,2021-02-16
899,10,João Lima,310.488.288-94,1994-04-28,F,Fundamental,3569.58,De R$ 2.641 a R$ 4.400,N,2021-02-20
900,10,Ana Nascimento,872.444.948-43,2008-08-01,M,Fundamental,6293.57,De R$ 4.401 a R$ 8.000,N,2021-07-21
901,10,João Santos,666.497.838-96,1998-12-10,F,Pós-graduação,7033.34,De R$ 4.401 a R$ 8.000,N,2021-07-08
902,10,Juliana Oliveira,490.578.863-40,2010-12-26,M,Fundamental,6336.89,De R$ 4.401 a R$ 8.000,N,2021-08-05
903,10,Ricardo Alves,402.445.684-60,1984-08-13,M,Superior,1415.87,Até R$ 2.640,N,2021-04-21
904,10,Rafael Silva,227.414.682-94,1982-06-22,F,Superior,6433.47,De R$ 4.401 a R$ 8.000,S,2021-06-05
905,10,Ana Rodrigues,137.467.591-91,2001-07-06,M,Pós-graduação,924.32,Até R$ 2.640,S,2021-07-10
906,10,Rafael Alves,421.165.551-33,1967-02-19,F,Superior,2790.41,De R$ 2.641 a R$ 4.400,N,2021-06-18
907,10,Lucas Oliveira,992.732.771-16,1971-05-31,M,Fundamental,2437.42,Até R$ 2.640,S,2021-03-31
908,10,Vanessa Ferreira,142.666.834-39,2005-06-17,M,Superior,6996.11,De R$ 4.401 a R$ 8.000,N,2021-02-16
909,10,João Nascimento,340.458.211-19,1991-09-13,F,Fundamental,4691.18,De R$ 4.401 a R$ 8.000,S,2021-04-13
910,10,Marcos Costa,173.757.536-46,1978-04-22,M,Fundamental,3145.68,De R$ 2.641 a R$ 4.400,N,2021-07-17
911,10,Felipe Ferreira,581.401.736-13,1992-04-27,M,Superior,3211.9,De R$ 2.641 a R$ 4.400,S,2021-04-27
912,10,Ana Santos,723.316.927-50,1973-06-18,F,Médio,7365.48,De R$ 4.401 a R$ 8.000,N,2021-07-11
913,10,Fernanda Costa,880.764.180-19,1962-12-04,M,Pós-graduação,5530.83,De R$ 4.401 a R$ 8.000,S,2021-06-27
914,10,Larissa Alves,551.424.375-34,1964-08-12,F,Médio,5171.13,De R$ 4.401 a R$ 8.000,N,2021-04-15
915,10,Amanda Santos,809.346.555-62,1992-06-21,F,Fundamental,2462.41,Até R$ 2.640,N,2021-07-05
916,10,Marcos Rodrigues,719.335.559-63,2005-05-12,M,Médio,1350.4,Até R$ 2.640,S,2021-05-27
917,10,Rafael Souza,914.393.449-50,2012-06-17,M,Fundamental,5594.5,De R$ 4.401 a R$ 8.000,N,2021-05-30
918,10,Vanessa Rodrigues,747.891.302-33,2005-04-22,F,Fundamental,7879.38,De R$ 4.401 a R$ 8.000,S,2021-03-14
919,10,Diego Rodrigues,860.203.229-14,1997-07-22,F,Fundamental,2696.31,De R$ 2.641 a R$ 4.400,S,2021-03-02
920,10,Larissa Costa,532.462.230-61,1971-11-16,M,Superior,4507.26,De R$ 4.401 a R$ 8.000,S,2021-05-09
921,10,Rafael Santos,839.146.175-55,1990-03-15,F,Pós-graduação,5058.64,De R$ 4.401 a R$ 8.000,N,2021-06-03
922,10,Fernanda Oliveira,841.884.703-75,1985-12-14,M,Médio,6255.15,De R$ 4.401 a R$ 8.000,S,2021-07-13
923,10,Camila Costa,428.549.280-75,2013-03-16,F,Fundamental,3463.09,De R$ 2.641 a R$ 4.400,S,2021-04-29
924,10,Vanessa Alves,637.693.620-64,2004-04-03,F,Superior,3256.04,De R$ 2.641 a R$ 4.400,N,2021-05-04
925,10,João Lima,540.631.384-83,1976-01-03,F,Fundamental,7665.3,De R$ 4.401 a R$ 8.000,N,2021-04-25
926,10,Juliana Rodrigues,549.329.273-46,1974-11-09,F,Fundamental,1653.57,Até R$ 2.640,S,2021-08-01
927,10,Beatriz Alves,958.620.872-31,1984-12-30,M,Fundamental,1815.22,Até R$ 2.640,S,2021-02-13
928,10,Ana Ferreira,308.388.684-64,2003-10-24,F,Médio,6794.03,De R$ 4.401 a R$ 8.000,N,2021-04-28
929,10,Carlos Rodrigues,542.605.369-21,1969-10-31,M,Superior,5957.01,De R$ 4.401 a R$ 8.000,S,2021-05-13
930,10,Ricardo Santos,434.260.619-52,1967-02-03,F,Pós-graduação,6158.8,De R$ 4.401 a R$ 8.000,S,2021-08-11
931,10,João Costa,202.822.913-76,1988-03-29,F,Médio,7224.36,De R$ 4.401 a R$ 8.000,S,2021-07-24
932,11,Vanessa Costa,993.325.789-35,1960-09-18,F,Pós-graduação,2570.58,Até R$ 2.640,S,2018-08-30
933,11,Pedro Oliveira,303.750.996-21,1976-10-14,M,Fundamental,6081.64,De R$ 4.401 a R$ 8.000,N,2018-05-15
934,11,Beatriz Oliveira,139.528.804-43,2004-01-08,F,Médio,4815.71,De R$ 4.401 a R$ 8.000,N,2018-08-29
935,11,Lucas Souza,960.337.996-47,2007-08-04,F,Pós-graduação,5529.97,De R$ 4.401 a R$ 8.000,N,2018-09-28
936,11,Pedro Santos,324.215.873-46,1992-01-15,F,Pós-graduação,4712.58,De R$ 4.401 a R$ 8.000,N,2018-06-30
937,11,Camila Ferreira,776.216.455-99,1998-02-11,F,Médio,1633.9,Até R$ 2.640,N,2018-08-31
938,11,Ricardo Silva,397.374.619-37,2013-12-03,F,Fundamental,3766.42,De R$ 2.641 a R$ 4.400,N,2018-07-03
939,11,Camila Costa,508.366.155-44,1988-06-29,F,Médio,3760.85,De R$ 2.641 a R$ 4.400,N,2018-10-07
940,11,Felipe Lima,686.996.270-78,1964-02-04,M,Fundamental,3021.28,De R$ 2.641 a R$ 4.400,N,2018-05-31
941,11,Ana Costa,192.899.821-52,2014-04-10,F,Fundamental,4686.32,De R$ 4.401 a R$ 8.000,S,2018-09-07
942,11,Beatriz Oliveira,958.648.505-39,1978-11-18,F,Médio,3407.1,De R$ 2.641 a R$ 4.400,N,2018-07-21
943,11,Ricardo Silva,136.965.120-77,1997-02-01,M,Pós-graduação,2352.43,Até R$ 2.640,N,2018-05-08
944,11,Ana Lima,746.890.804-41,1974-01-29,M,Superior,2838.25,De R$ 2.641 a R$ 4.400,S,2018-08-02
945,11,Juliana Santos,178.175.616-63,1995-12-14,M,Fundamental,1744.59,Até R$ 2.640,S,2018-05-22
946,11,Beatriz Nascimento,979.419.903-51,2012-10-07,F,Fundamental,6506.86,De R$ 4.401 a R$ 8.000,N,2018-07-07
947,11,Juliana Nascimento,582.485.398-64,2001-03-03,M,Médio,2259.2,Até R$ 2.640,N,2018-09-18
948,11,Diego Alves,350.491.117-73,1984-12-27,F,Superior,4280.12,De R$ 2.641 a R$ 4.400,S,2018-08-21
949,11,Ana Costa,889.337.557-57,1980-02-07,F,Fundamental,4960.73,De R$ 4.401 a R$ 8.000,N,2018-07-22
950,11,Maria Santos,674.273.312-72,1972-11-24,M,Fundamental,6629.7,De R$ 4.401 a R$ 8.000,S,2018-08-09
951,11,Vanessa Lima,160.885.605-42,2002-06-25,F,Superior,4568.52,De R$ 4.401 a R$ 8.000,N,2018-06-05
952,11,Vanessa Nascimento,516.992.105-44,1963-04-11,M,Pós-graduação,3114.39,De R$ 2.641 a R$ 4.400,N,2018-07-17
953,11,Bruno Alves,668.979.857-20,1981-02-23,M,Pós-graduação,3117.23,De R$ 2.641 a R$ 4.400,S,2018-08-02
954,11,Lucas Alves,866.224.270-35,1971-06-02,F,Fundamental,6249.58,De R$ 4.401 a R$ 8.000,S,2018-08-14
955,11,Larissa Rodrigues,243.866.995-80,2004-06-04,F,Pós-graduação,2029.2,Até R$ 2.640,S,2018-07-12
956,11,Pedro Souza,635.430.729-57,1970-07-19,M,Médio,3935.45,De R$ 2.641 a R$ 4.400,N,2018-09-08
957,11,Marcos Alves,719.357.583-69,1978-05-05,M,Superior,6580.26,De R$ 4.401 a R$ 8.000,S,2018-06-09
958,11,Bruno Silva,425.526.283-29,2007-01-16,F,Fundamental,5948.59,De R$ 4.401 a R$ 8.000,S,2018-07-16
959,11,Carlos Alves,569.438.196-17,1976-11-01,F,Médio,2234.73,Até R$ 2.640,S,2018-07-26
960,11,Marcos Silva,297.381.391-64,2010-03-01,F,Superior,7160.07,De R$ 4.401 a R$ 8.000,N,2018-07-02
961,11,Beatriz Santos,706.256.205-37,2010-05-04,F,Médio,4695.32,De R$ 4.401 a R$ 8.000,N,2018-09-19
962,11,Larissa Nascimento,760.884.492-52,1969-03-06,F,Pós-graduação,1712.27,Até R$ 2.640,S,2018-06-10
963,11,Beatriz Santos,922.729.250-28,1960-03-28,M,Pós-graduação,6440.23,De R$ 4.401 a R$ 8.000,S,2018-07-19
964,11,João Oliveira,623.926.550-64,1966-12-23,F,Superior,7250.86,De R$ 4.401 a R$ 8.000,N,2018-09-03
965,11,Patrícia Costa,892.494.823-70,1970-07-10,F,Superior,2533.56,Até R$ 2.640,N,2018-09-10
966,11,Beatriz Oliveira,748.953.384-28,1967-01-06,F,Pós-graduação,7159.66,De R$ 4.401 a R$ 8.000,N,2018-10-22
967,11,Diego Costa,767.456.282-13,1982-06-23,F,Pós-graduação,5734.65,De R$ 4.401 a R$ 8.000,N,2018-08-14
968,11,Beatriz Costa,483.283.865-11,1979-03-07,M,Pós-graduação,5242.21,De R$ 4.401 a R$ 8.000,N,2018-09-09
969,11,Pedro Ferreira,196.477.359-74,1977-06-26,M,Superior,840.42,Até R$ 2.640,S,2018-10-10
970,11,Patrícia Silva,812.821.359-45,1984-08-31,M,Fundamental,5420.05,De R$ 4.401 a R$ 8.000,N,2018-09-30
971,11,Bruno Alves,926.206.139-57,2000-10-09,M,Médio,4330.16,De R$ 2.641 a R$ 4.400,S,2018-05-31
972,11,Carlos Silva,554.752.827-17,1967-06-06,F,Fundamental,3820.92,De R$ 2.641 a R$ 4.400,N,2018-06-16
973,11,Amanda Oliveira,700.839.475-76,1961-06-30,M,Pós-graduação,3195.19,De R$ 2.641 a R$ 4.400,N,2018-10-15
974,11,Larissa Oliveira,846.373.185-32,1965-07-07,F,Fundamental,1267.68,Até R$ 2.640,N,2018-09-30
975,11,Felipe Oliveira,750.864.962-10,1977-10-28,F,Superior,5758.76,De R$ 4.401 a R$ 8.000,N,2018-05-28
976,11,Maria Nascimento,574.190.219-21,1990-08-19,M,Fundamental,4157.02,De R$ 2.641 a R$ 4.400,S,2018-07-18
977,11,Ana Oliveira,907.110.322-91,2013-01-12,F,Pós-graduação,5311.7,De R$ 4.401 a R$ 8.000,S,2018-06-30
978,11,Beatriz Oliveira,417.154.488-46,1987-08-12,M,Superior,6828.62,De R$ 4.401 a R$ 8.000,S,2018-09-19
979,11,Beatriz Souza,304.281.402-43,1988-04-22,F,Superior,3780.68,De R$ 2.641 a R$ 4.400,S,2018-08-31
980,11,Marcos Alves,560.949.746-97,1991-11-11,M,Fundamental,4966.61,De R$ 4.401 a R$ 8.000,N,2018-06-06
981,11,Felipe Ferreira,761.930.798-46,2008-04-05,M,Superior,4894.72,De R$ 4.401 a R$ 8.000,N,2018-05-21
982,11,Juliana Lima,578.367.132-24,2006-01-17,M,Pós-graduação,6368.54,De R$ 4.401 a R$ 8.000,S,2018-08-25
983,11,Vanessa Costa,774.702.134-51,2012-08-23,M,Superior,3125.53,De R$ 2.641 a R$ 4.400,S,2018-06-07
984,11,Amanda Santos,291.466.413-30,1997-10-21,F,Médio,4223.57,De R$ 2.641 a R$ 4.400,S,2018-08-18
985,11,Felipe Costa,584.954.349-42,2000-12-12,F,Superior,5073.74,De R$ 4.401 a R$ 8.000,N,2018-10-18
986,11,Ricardo Alves,210.531.536-44,1995-12-27,F,Fundamental,2961.25,De R$ 2.641 a R$ 4.400,S,2018-09-06
987,11,Rafael Alves,303.681.869-27,1974-12-05,M,Superior,7440.95,De R$ 4.401 a R$ 8.000,S,2018-05-21
988,11,Fernanda Ferreira,569.505.269-68,1987-09-30,M,Médio,6508.62,De R$ 4.401 a R$ 8.000,S,2018-06-11
989,11,Lucas Lima,978.308.547-21,1987-01-11,M,Médio,3014.19,De R$ 2.641 a R$ 4.400,N,2018-04-29
990,11,Carlos Rodrigues,663.803.503-99,2002-10-28,M,Pós-graduação,1947.17,Até R$ 2.640,N,2018-08-24
991,11,Carlos Costa,231.425.881-27,1981-10-11,F,Superior,6294.0,De R$ 4.401 a R$ 8.000,N,2018-10-17
992,11,Diego Santos,455.600.785-85,1998-02-03,M,Médio,5097.96,De R$ 4.401 a R$ 8.000,S,2018-06-27
993,11,Larissa Silva,725.713.869-60,1993-02-11,M,Médio,3408.42,De R$ 2.641 a R$ 4.400,S,2018-09-02
994,11,Pedro Costa,195.447.493-93,1976-11-11,M,Pós-graduação,1118.59,Até R$ 2.640,S,2018-07-09
995,11,Bruno Silva,367.531.283-30,1987-11-28,F,Fundamental,3585.07,De R$ 2.641 a R$ 4.400,N,2018-05-19
996,11,Carlos Costa,922.926.112-30,1991-01-25,F,Médio,5739.67,De R$ 4.401 a R$ 8.000,N,2018-10-20
997,11,Patrícia Costa,889.155.410-64,2000-10-16,F,Fundamental,883.44,Até R$ 2.640,N,2018-09-03
998,11,Amanda Alves,473.214.904-32,1993-06-12,F,Pós-graduação,6423.23,De R$ 4.401 a R$ 8.000,S,2018-06-05
999,11,Vanessa Souza,302.627.932-88,1960-08-15,F,Pós-graduação,3227.23,De R$ 2.641 a R$ 4.400,S,2018-08-24
1000,11,Bruno Rodrigues,475.151.713-97,1985-04-10,F,Superior,1086.88,Até R$ 2.640,N,2018-07-23
1001,11,Ana Alves,373.283.400-55,1986-07-27,F,Fundamental,6321.2,De R$ 4.401 a R$ 8.000,N,2018-07-20
1002,11,Rafael Santos,465.849.137-78,1986-09-15,F,Médio,5379.08,De R$ 4.401 a R$ 8.000,S,2018-05-19
1003,11,Fernanda Rodrigues,541.381.453-68,2007-12-30,M,Pós-graduação,1480.92,Até R$ 2.640,S,2018-05-17
1004,11,Fernanda Nascimento,841.753.931-22,1989-04-19,F,Fundamental,3484.13,De R$ 2.641 a R$ 4.400,N,2018-10-08
1005,11,Ana Oliveira,864.363.838-93,1987-02-03,M,Pós-graduação,3842.22,De R$ 2.641 a R$ 4.400,S,2018-06-16
1006,11,Pedro Nascimento,626.652.974-41,2011-03-21,M,Superior,2679.03,De R$ 2.641 a R$ 4.400,N,2018-06-22
1007,11,Lucas Souza,613.787.146-87,1999-03-14,F,Médio,2778.46,De R$ 2.641 a R$ 4.400,N,2018-07-06
1008,11,Ana Costa,772.232.381-44,1960-06-14,F,Superior,3731.72,De R$ 2.641 a R$ 4.400,S,2018-06-23
1009,11,Amanda Lima,165.726.394-87,1980-03-03,F,Pós-graduação,930.13,Até R$ 2.640,N,2018-09-13
1010,11,Diego Silva,451.448.427-54,1994-11-26,F,Médio,4224.34,De R$ 2.641 a R$ 4.400,N,2018-09-02
1011,11,Lucas Costa,361.512.133-94,1978-11-24,M,Pós-graduação,4632.13,De R$ 4.401 a R$ 8.000,N,2018-05-19
1012,11,Larissa Ferreira,411.398.868-50,1978-08-15,F,Pós-graduação,6185.68,De R$ 4.401 a R$ 8.000,S,2018-06-06
1013,11,Marcos Nascimento,541.525.883-12,2012-06-23,F,Pós-graduação,2000.49,Até R$ 2.640,S,2018-08-02
1014,11,Rafael Santos,199.505.323-37,2008-03-24,M,Superior,1748.22,Até R$ 2.640,S,2018-06-07
1015,11,Marcos Lima,528.713.385-50,1995-12-26,F,Fundamental,4760.51,De R$ 4.401 a R$ 8.000,N,2018-09-03
1016,11,Ricardo Costa,606.874.575-46,2008-01-20,F,Médio,4634.06,De R$ 4.401 a R$ 8.000,S,2018-08-08
1017,11,Amanda Rodrigues,771.276.799-22,1985-11-15,F,Pós-graduação,824.03,Até R$ 2.640,N,2018-08-11
1018,11,Rafael Lima,241.724.734-74,1976-12-11,M,Pós-graduação,5382.2,De R$ 4.401 a R$ 8.000,S,2018-07-20
1019,11,Vanessa Rodrigues,800.193.479-12,2014-09-16,F,Médio,2599.57,Até R$ 2.640,S,2018-08-23
1020,11,Ricardo Oliveira,583.829.304-51,1993-02-09,M,Superior,6006.03,De R$ 4.401 a R$ 8.000,S,2018-05-05
1021,11,Camila Lima,800.717.554-40,1978-07-28,M,Pós-graduação,4958.74,De R$ 4.401 a R$ 8.000,S,2018-09-29
1022,11,Lucas Lima,573.839.171-10,1989-09-19,M,Pós-graduação,7079.02,De R$ 4.401 a R$ 8.000,N,2018-08-04
1023,11,Juliana Alves,223.832.895-87,1966-04-24,M,Pós-graduação,6437.91,De R$ 4.401 a R$ 8.000,N,2018-05-13
1024,11,João Ferreira,509.833.623-90,1986-04-13,F,Pós-graduação,6643.97,De R$ 4.401 a R$ 8.000,S,2018-05-24
1025,11,Vanessa Santos,839.273.475-62,1973-02-04,F,Médio,6898.91,De R$ 4.401 a R$ 8.000,S,2018-08-29
1026,11,Amanda Santos,569.826.603-41,1978-11-06,F,Superior,2704.46,De R$ 2.641 a R$ 4.400,N,2018-10-21
1027,11,Camila Souza,681.381.708-14,1999-11-23,M,Médio,3180.76,De R$ 2.641 a R$ 4.400,N,2018-05-04
1028,11,Vanessa Ferreira,830.398.414-30,1979-10-30,F,Pós-graduação,7137.23,De R$ 4.401 a R$ 8.000,N,2018-10-17
1029,11,Fernanda Oliveira,722.399.979-59,1986-06-15,F,Médio,1911.98,Até R$ 2.640,S,2018-06-21
1030,11,Vanessa Silva,365.472.838-75,2012-04-28,F,Pós-graduação,2981.29,De R$ 2.641 a R$ 4.400,S,2018-07-25
1031,11,Larissa Ferreira,635.483.487-72,1973-12-25,M,Pós-graduação,5027.38,De R$ 4.401 a R$ 8.000,S,2018-08-29
1032,11,Maria Ferreira,330.416.311-38,1994-01-29,M,Superior,902.47,Até R$ 2.640,S,2018-10-11
1033,11,Camila Nascimento,753.112.960-77,1977-09-01,M,Médio,3366.81,De R$ 2.641 a R$ 4.400,N,2018-10-15
1034,11,Carlos Ferreira,619.168.377-80,1962-12-12,M,Fundamental,3669.14,De R$ 2.641 a R$ 4.400,N,2018-09-20
1035,11,Juliana Oliveira,806.766.978-41,2006-11-30,M,Pós-graduação,2585.4,Até R$ 2.640,S,2018-05-08
1036,11,Juliana Santos,860.294.850-18,2014-08-25,M,Superior,2713.5,De R$ 2.641 a R$ 4.400,S,2018-06-20
1037,11,Vanessa Rodrigues,575.200.649-16,1980-06-01,F,Fundamental,2556.37,Até R$ 2.640,S,2018-08-28
1038,11,Bruno Lima,202.655.703-37,1970-06-11,F,Superior,3981.67,De R$ 2.641 a R$ 4.400,S,2018-09-23
1039,11,Carlos Rodrigues,896.758.299-85,1998-07-22,F,Fundamental,7000.2,De R$ 4.401 a R$ 8.000,N,2018-08-10
1040,11,Lucas Ferreira,619.594.626-46,2013-12-13,F,Superior,2749.35,De R$ 2.641 a R$ 4.400,S,2018-07-24
1041,11,Larissa Souza,740.550.214-33,1984-09-11,F,Fundamental,5680.47,De R$ 4.401 a R$ 8.000,N,2018-09-05
1042,11,Lucas Santos,878.542.789-48,2002-03-18,M,Pós-graduação,4369.67,De R$ 2.641 a R$ 4.400,N,2018-10-08
1043,11,Beatriz Santos,881.337.318-49,2008-04-26,F,Superior,6722.42,De R$ 4.401 a R$ 8.000,N,2018-05-24
1044,11,Beatriz Nascimento,788.258.431-30,1986-12-02,M,Pós-graduação,7478.37,De R$ 4.401 a R$ 8.000,S,2018-06-07
1045,11,Amanda Alves,585.769.709-63,2014-09-26,F,Médio,5570.65,De R$ 4.401 a R$ 8.000,N,2018-08-26
1046,11,Pedro Ferreira,844.462.949-50,1987-03-28,F,Superior,3469.7,De R$ 2.641 a R$ 4.400,N,2018-09-19
1047,11,Ana Costa,156.518.462-92,1995-04-22,M,Pós-graduação,6291.41,De R$ 4.401 a R$ 8.000,N,2018-05-02
1048,11,Juliana Souza,952.482.124-51,1978-02-21,F,Pós-graduação,2301.99,Até R$ 2.640,N,2018-09-17
1049,11,Beatriz Nascimento,615.550.976-45,2010-03-28,M,Fundamental,6120.92,De R$ 4.401 a R$ 8.000,S,2018-06-08
1050,11,Vanessa Rodrigues,147.899.775-59,1989-03-14,F,Médio,6004.51,De R$ 4.401 a R$ 8.000,N,2018-09-30
1051,11,Carlos Silva,754.450.382-78,2012-07-31,F,Pós-graduação,3500.14,De R$ 2.641 a R$ 4.400,N,2018-05-26
1052,11,Maria Ferreira,893.850.523-29,2002-05-01,M,Superior,1766.85,Até R$ 2.640,S,2018-09-18
1053,11,Amanda Nascimento,659.881.776-43,1967-11-23,F,Fundamental,3955.48,De R$ 2.641 a R$ 4.400,S,2018-05-15
1054,11,Marcos Rodrigues,865.319.288-51,1988-03-01,F,Médio,7691.84,De R$ 4.401 a R$ 8.000,N,2018-07-29
1055,11,Juliana Souza,718.865.123-27,1989-11-16,M,Pós-graduação,2232.69,Até R$ 2.640,N,2018-08-07
1056,11,Larissa Silva,624.482.116-82,2003-08-19,F,Fundamental,6546.3,De R$ 4.401 a R$ 8.000,N,2018-09-12
1057,11,Amanda Santos,852.177.678-21,2004-02-21,M,Médio,2835.05,De R$ 2.641 a R$ 4.400,S,2018-09-21
1058,11,Beatriz Santos,885.800.541-45,2002-01-10,F,Pós-graduação,5192.23,De R$ 4.401 a R$ 8.000,S,2018-10-11
1059,11,Vanessa Ferreira,564.640.899-98,1989-08-23,F,Fundamental,1325.79,Até R$ 2.640,N,2018-09-22
1060,11,Patrícia Silva,108.330.430-64,1986-05-11,M,Superior,845.75,Até R$ 2.640,S,2018-09-24
1061,11,Beatriz Nascimento,463.832.988-83,1989-04-20,M,Médio,4633.02,De R$ 4.401 a R$ 8.000,S,2018-06-19
1062,11,Ana Alves,716.964.140-26,1987-09-04,F,Fundamental,2107.42,Até R$ 2.640,N,2018-07-17
1063,11,Beatriz Souza,267.534.377-39,1980-08-23,M,Superior,5538.8,De R$ 4.401 a R$ 8.000,S,2018-06-02
1064,11,Patrícia Silva,554.988.861-36,1999-06-11,F,Fundamental,1686.39,Até R$ 2.640,N,2018-08-18
1065,11,Patrícia Nascimento,934.227.195-32,1995-10-24,M,Médio,2230.19,Até R$ 2.640,S,2018-05-28
1066,11,Marcos Ferreira,525.295.315-21,2003-11-18,F,Pós-graduação,6132.62,De R$ 4.401 a R$ 8.000,N,2018-09-05
